# base_period_start: 19790101
# base_period_end: 20011230
# low_latitude_boundary:  -2.00000000e+01
# n_modes: 10
# psa1_mode: 1
# psa2_mode: 2
# psa1_index_normalization:   1.19149744e+03
# psa2_index_normalization:   1.15511682e+03
# input_file: results/nnr1/fields/day/pressure/nnr1.hgt.500.19480101_20200530.nc
date,value
1948-01-01,0.48521422663303765
1948-02-01,0.7174768258972332
1948-03-01,0.1377945425649816
1948-04-01,0.5468822155794927
1948-05-01,-0.09391523133762375
1948-06-01,1.112197530916366
1948-07-01,0.9080573956975299
1948-08-01,0.10342539706349575
1948-09-01,0.6446779562173496
1948-10-01,0.7027362551049693
1948-11-01,0.8059933930825622
1948-12-01,1.0340283644668342
1949-01-01,0.9891541563973454
1949-02-01,1.1973040729225382
1949-03-01,0.11453670474259177
1949-04-01,0.6107130563912462
1949-05-01,-0.9943101266073828
1949-06-01,0.23879017182721923
1949-07-01,0.05636464362555208
1949-08-01,0.08470157435068033
1949-09-01,-0.0967465683668581
1949-10-01,0.04301189749978817
1949-11-01,0.612211084345272
1949-12-01,0.6636824815606558
1950-01-01,1.0774007380829984
1950-02-01,0.37932121140233155
1950-03-01,0.3399354209583755
1950-04-01,0.24795789672907131
1950-05-01,-0.5275179339097636
1950-06-01,-0.37648523025281644
1950-07-01,-0.2832710591592548
1950-08-01,-0.2833774397855525
1950-09-01,0.23505011228808442
1950-10-01,0.002308874187836113
1950-11-01,0.5638252207045424
1950-12-01,-0.0839844572841845
1951-01-01,-0.34584610903409346
1951-02-01,0.41879080254118617
1951-03-01,0.49569510344708234
1951-04-01,1.4812782778942977
1951-05-01,0.941094861473611
1951-06-01,1.3066925135332668
1951-07-01,0.7341810812503813
1951-08-01,1.3833474954013547
1951-09-01,-0.1724441020649959
1951-10-01,0.2753496127300068
1951-11-01,0.8127701929588727
1951-12-01,0.7844802702537087
1952-01-01,0.9080244183579911
1952-02-01,0.7621423981660148
1952-03-01,0.6767771631782016
1952-04-01,0.4836515495424888
1952-05-01,1.2669684122127889
1952-06-01,0.23081661915609536
1952-07-01,0.05565901840421626
1952-08-01,0.3626950572558866
1952-09-01,0.9069215167695097
1952-10-01,0.0379759418309881
1952-11-01,1.2890972771505154
1952-12-01,0.07807465551171378
1953-01-01,0.5754609369458117
1953-02-01,0.8036789653692163
1953-03-01,0.07888487751671912
1953-04-01,0.681375357299358
1953-05-01,1.0673348495707944
1953-06-01,1.441217824329848
1953-07-01,1.3927664861237778
1953-08-01,0.6092013523254175
1953-09-01,-0.15928339481384654
1953-10-01,0.7129546213787485
1953-11-01,0.6445714052919427
1953-12-01,1.0274372717207105
1954-01-01,-0.4400353976310288
1954-02-01,-0.026772963376827528
1954-03-01,1.2642654635236936
1954-04-01,0.7198819995495837
1954-05-01,0.3325312186214514
1954-06-01,0.5844038939414681
1954-07-01,0.39432330768565443
1954-08-01,0.2934558266207322
1954-09-01,-0.20070078922559567
1954-10-01,0.7793350001579311
1954-11-01,0.4050384586250701
1954-12-01,0.4780612634347211
1955-01-01,0.6833855904965793
1955-02-01,-0.18224020993713458
1955-03-01,-0.39555451936230246
1955-04-01,-0.4250821129024192
1955-05-01,0.2894629919412177
1955-06-01,0.20224103816261169
1955-07-01,-0.5078494240506044
1955-08-01,0.9350129189118774
1955-09-01,0.2315493374225857
1955-10-01,1.4948724030507707
1955-11-01,0.9815813498557134
1955-12-01,0.027189191871175106
1956-01-01,-0.1841007472032979
1956-02-01,-0.4183408118521766
1956-03-01,0.20005272497070317
1956-04-01,0.14304365061559798
1956-05-01,0.44407300082647405
1956-06-01,0.6296491834953671
1956-07-01,0.8047848244842848
1956-08-01,0.7874357120144901
1956-09-01,1.0636385525972099
1956-10-01,1.1891407210646971
1956-11-01,1.078328866133685
1956-12-01,0.9905102153486139
1957-01-01,0.9824084934465855
1957-02-01,-0.17820254300188795
1957-03-01,0.6729786432313953
1957-04-01,-0.004275689393892663
1957-05-01,1.446871313303609
1957-06-01,-0.5091469576472525
1957-07-01,0.2211144598590203
1957-08-01,-0.5337042384355458
1957-09-01,0.211938746855484
1957-10-01,0.9978698151137133
1957-11-01,1.23521694073163
1957-12-01,0.4700617280962298
1958-01-01,0.21849179746911954
1958-02-01,-0.8243646117952278
1958-03-01,-0.2875467739621448
1958-04-01,0.2175389963438025
1958-05-01,0.24778965624174484
1958-06-01,-0.027193479164220522
1958-07-01,0.1884941834954382
1958-08-01,0.101644876806759
1958-09-01,0.12382759438937758
1958-10-01,1.1255199350254343
1958-11-01,0.2205177656840692
1958-12-01,-0.49374101366780254
1959-01-01,-0.8122953044558248
1959-02-01,-0.04899265279091303
1959-03-01,0.2429897989601108
1959-04-01,-0.22751657980151438
1959-05-01,0.8547569323173504
1959-06-01,-0.14958783503455836
1959-07-01,0.06369295795212906
1959-08-01,0.31190763160586926
1959-09-01,0.16899393885975195
1959-10-01,0.32778278757441864
1959-11-01,-0.9245079980948766
1959-12-01,-0.3614300953401889
1960-01-01,-0.4125076503012049
1960-02-01,0.35331859126297327
1960-03-01,0.19481501469572868
1960-04-01,-0.20062197839397325
1960-05-01,0.35710370866260216
1960-06-01,0.2183247957528626
1960-07-01,0.32864360444672713
1960-08-01,0.275815332410014
1960-09-01,0.2270756553038919
1960-10-01,0.6174715890751645
1960-11-01,0.30667198869711493
1960-12-01,-0.05154903447717973
1961-01-01,0.2818747967483078
1961-02-01,0.12222750383528809
1961-03-01,0.4676544559761433
1961-04-01,-0.5826097718365206
1961-05-01,0.7214807304940719
1961-06-01,0.07859475477691794
