# base_period_start: 19790101
# base_period_end: 20011230
# apply_filter: False
# area_weight: False
# input_file: data/hadisst/HadISST_sst.nc
date,value
1940-01-07,0.10503276850946197
1940-01-14,0.03948790870081215
1940-01-21,-0.026056951107837012
1940-01-28,-0.09160181091648661
1940-02-04,-0.15454612691055614
1940-02-11,-0.20310245256781317
1940-02-18,-0.25165877822506977
1940-02-25,-0.300215103882327
1940-03-03,-0.3397790452342004
1940-03-10,-0.3539496725810374
1940-03-17,-0.3681202999278752
1940-03-24,-0.38229092727471214
1940-03-31,-0.3711389691676973
1940-04-07,-0.36519822768137467
1940-04-14,-0.3600017654641886
1940-04-21,-0.354805303247004
1940-04-28,-0.3474849470314449
1940-05-05,-0.2780305086748578
1940-05-12,-0.1711805417108948
1940-05-19,-0.06433057474693155
1940-05-26,0.042519392217032936
1940-06-02,0.10031245274985442
1940-06-09,0.025997913276765622
1940-06-16,-0.05224895618663514
1940-06-23,-0.13049582565003542
1940-06-30,-0.2178285243544109
1940-07-07,-0.19853071369640118
1940-07-14,-0.163420002026212
1940-07-21,-0.1283092903560218
1940-07-28,-0.09319857868583298
1940-08-04,-0.09214789229534404
1940-08-11,-0.12399487024894906
1940-08-18,-0.1558418482025556
1940-08-25,-0.1876888261561609
1940-09-01,-0.21752357526152769
1940-09-08,-0.22214512156538768
1940-09-15,-0.2257800119756973
1940-09-22,-0.2294149023860073
1940-09-29,-0.2252690476451985
1940-10-06,-0.21201842620508124
1940-10-13,-0.2024694244753579
1940-10-20,-0.19292042274563503
1940-10-27,-0.18337142101591195
1940-11-03,-0.1751670344871926
1940-11-10,-0.18502744884947656
1940-11-17,-0.19488786321176083
1940-11-24,-0.20474827757404515
1940-12-01,-0.20751015965683733
1940-12-08,-0.21587902020503807
1940-12-15,-0.22416072611561907
1940-12-22,-0.23244243202620007
1940-12-29,-0.24292880680453613
1941-01-05,-0.3239164457022254
1941-01-12,-0.3789718475498236
1941-01-19,-0.43402724939742077
1941-01-26,-0.489082651245019
1941-02-02,-0.5409751356776444
1941-02-09,-0.4347979519644894
1941-02-16,-0.32862076825133396
1941-02-23,-0.22244358453817914
1941-03-02,-0.13949959321257357
1941-03-09,-0.15402991023715856
1941-03-16,-0.16856022726174447
1941-03-23,-0.18309054428632945
1941-03-30,-0.17229827585706287
1941-04-06,-0.14049153530364866
1941-04-13,-0.14124678411225317
1941-04-20,-0.1420020329208595
1941-04-27,-0.14063338773109124
1941-05-04,-0.12409117686311599
1941-05-11,-0.138748842788707
1941-05-18,-0.15340650871429715
1941-05-25,-0.16806417463988638
1941-06-01,-0.22772189548921506
1941-06-08,-0.2363204262714833
1941-06-15,-0.24885128704406403
1941-06-22,-0.26138214781664426
1941-06-29,-0.2829988378301995
1941-07-06,-0.2918019435152614
1941-07-13,-0.27909854464621403
1941-07-20,-0.2663951457771658
1941-07-27,-0.25369174690811863
1941-08-03,-0.25516528486849327
1941-08-10,-0.2365994179929941
1941-08-17,-0.21803355111749584
1941-08-24,-0.19946768424199668
1941-08-31,-0.1788895885182587
1941-09-07,-0.13149413218495198
1941-09-14,-0.08259434048725327
1941-09-21,-0.03369454878955489
1941-09-28,0.022985988059262365
1941-10-05,0.11246134549192148
1941-10-12,0.19713844921655943
1941-10-19,0.28181555294119687
1941-10-26,0.36649265666583414
1941-11-02,0.4341446633137616
1941-11-09,0.311946185061822
1941-11-16,0.18974770680988237
1941-11-23,0.06754922855794257
1941-11-30,-0.047550717414505284
1941-12-07,-0.06238814568852567
1941-12-14,-0.06299324982805529
1941-12-21,-0.06359835396758536
1941-12-28,-0.0664081269748707
1942-01-04,-0.13933973318484125
1942-01-11,-0.15989071859209392
1942-01-18,-0.1804417039993455
1942-01-25,-0.20099268940659762
1942-02-01,-0.2490090101864016
1942-02-08,-0.22081697682083185
1942-02-15,-0.19262494345526165
1942-02-22,-0.16443291008969213
1942-03-01,-0.14738730321941576
1942-03-08,-0.1937757458463807
1942-03-15,-0.24016418847334614
1942-03-22,-0.286552631100311
1942-03-29,-0.3076184882734241
1942-04-05,-0.2847402154598586
1942-04-12,-0.3315096759369481
1942-04-19,-0.3782791364140387
1942-04-26,-0.42292470289275474
1942-05-03,-0.4356017057258431
1942-05-10,-0.5042411265415978
1942-05-17,-0.5728805473573518
1942-05-24,-0.6415199681731045
1942-05-31,-0.7551594439125969
1942-06-07,-0.7342280773918213
1942-06-14,-0.6768394853243986
1942-06-21,-0.6194508932569753
1942-06-28,-0.5711481304305271
1942-07-05,-0.621530873923049
1942-07-12,-0.702036794275691
1942-07-19,-0.7825427146283317
1942-07-26,-0.8630486349809737
1942-08-02,-0.9535798604372503
1942-08-09,-0.9198830369641353
1942-08-16,-0.8861862134910211
1942-08-23,-0.8524893900179062
1942-08-30,-0.8167803376965526
1942-09-06,-0.7297158602472361
1942-09-13,-0.6306070703669918
1942-09-20,-0.5314982804867479
1942-09-27,-0.4246087454553854
1942-10-04,-0.3447265395691311
1942-10-11,-0.3669998796152353
1942-10-18,-0.38927321966133926
1942-10-25,-0.4115465597074435
1942-11-01,-0.41296371702465856
1942-11-08,-0.419713447973423
1942-11-15,-0.42646317892218777
1942-11-22,-0.4332129098709529
1942-11-29,-0.4328641085402257
1942-12-06,-0.41575282851474543
1942-12-13,-0.39800600266062597
1942-12-20,-0.3802591768065064
1942-12-27,-0.36471701982014226
1943-01-03,-0.5149486161766346
1943-01-10,-0.316209715734394
1943-01-17,-0.2586288924955497
1943-01-24,-0.20104806925670515
1943-01-31,-0.1434672460178606
1943-02-07,-0.11523227996885294
