# base_period_start: 19790101
# base_period_end: 20011230
# n_modes: 24
# n_clusters: 4
# window_length: 10
# season: DJF
# input_file: results/jra55/fields/day/isobaric/jra.55.hgt.500.1958010100_2018123118.nc
date,value
1958-01-01,-1.1841067977043063
1958-02-01,-1.280643042061593
1958-03-01,-1.8331383645540826
1958-04-01,-0.7928829220762488
1958-05-01,1.3553970985205563
1958-06-01,-0.17440785464421094
1958-07-01,0.2713774355513761
1958-08-01,-0.37801664532432877
1958-09-01,-0.7625985116685622
1958-10-01,0.3938533224185114
1958-11-01,-0.08505721611371837
1958-12-01,-0.2599585088268588
1959-01-01,-0.8965555632825837
1959-02-01,0.6944205940960767
1959-03-01,1.0263685834809453
1959-04-01,1.2184952841235193
1959-05-01,0.02527373440369486
1959-06-01,0.41086460842908523
1959-07-01,1.0322848489141592
1959-08-01,0.15924571280514524
1959-09-01,-0.8451986178721841
1959-10-01,0.15739385585707583
1959-11-01,0.5088416955911618
1959-12-01,0.47630885745092516
1960-01-01,-0.8639076435953023
1960-02-01,-1.6568604959196491
1960-03-01,-0.6676062887146247
1960-04-01,1.0151683233912068
1960-05-01,-1.4304471123343232
1960-06-01,-0.12336518398187415
1960-07-01,0.51237732542123
1960-08-01,-1.6295127734848296
1960-09-01,0.13870713675442412
1960-10-01,-1.97759997796354
1960-11-01,0.18256861024254653
1960-12-01,0.4039878351645207
1961-01-01,-0.055736335030553114
1961-02-01,0.49997957441962887
1961-03-01,0.09396675544119167
1961-04-01,0.7983691756794582
1961-05-01,-0.19684091852746963
1961-06-01,1.28743706846929
1961-07-01,0.17812868966403544
1961-08-01,1.5116608790745674
1961-09-01,1.3364575947627273
1961-10-01,0.5952357136679978
1961-11-01,-0.5146982290613935
1961-12-01,-1.02733091129434
1962-01-01,1.0286841393891621
1962-02-01,0.15388837906062544
1962-03-01,-2.3880704192717777
1962-04-01,1.6074591705635397
1962-05-01,0.4526339980479064
1962-06-01,0.6906269565179973
1962-07-01,-1.3076569452438338
1962-08-01,1.1719527779446886
1962-09-01,0.032890410879542954
1962-10-01,-1.0481192738149425
1962-11-01,-0.3890946547797836
1962-12-01,-0.5723762925496233
1963-01-01,-1.2932153600392773
1963-02-01,-1.2164259248328089
1963-03-01,0.4304321621597198
1963-04-01,-0.06758715658858676
1963-05-01,2.4471307133969447
1963-06-01,-0.9317928599811172
1963-07-01,0.19233633984842838
1963-08-01,0.03944323835325761
1963-09-01,1.0090496880005808
1963-10-01,1.1808769713956266
1963-11-01,-0.37667435322454185
1963-12-01,-1.102412746065504
1964-01-01,-0.9494440434090158
1964-02-01,-0.4560820671315088
1964-03-01,0.09284036755508411
1964-04-01,1.3197331943655342
1964-05-01,2.6245183306096918
1964-06-01,0.8703823710936905
1964-07-01,1.158179124959862
1964-08-01,-1.5217657500409243
1964-09-01,0.7000189654622351
1964-10-01,0.020600642296686563
1964-11-01,-0.3892209314382977
1964-12-01,0.026403267732814217
1965-01-01,-0.028229354492255863
1965-02-01,-1.634432151754217
1965-03-01,-0.905972582905041
1965-04-01,0.9162363022733723
1965-05-01,0.34403676663663924
1965-06-01,-0.046383867445153104
1965-07-01,0.3066630824150864
1965-08-01,1.0360024185427112
1965-09-01,1.1689367329053624
1965-10-01,-1.3686557317187298
1965-11-01,-0.6025063170667999
1965-12-01,0.41905058867012557
1966-01-01,-0.9171088384038147
1966-02-01,-0.5582688672136529
1966-03-01,-0.6210407665204501
1966-04-01,0.2506599233677722
1966-05-01,2.564716695601524
1966-06-01,0.6940300297184072
1966-07-01,-1.1485312542313202
1966-08-01,-1.6179346126572114
1966-09-01,-0.8654709074625908
1966-10-01,-0.7100378509542445
1966-11-01,-0.12623006119536645
1966-12-01,0.01967987588311397
1967-01-01,-0.8311325624729051
1967-02-01,0.5019505859008421
1967-03-01,1.95722690772598
1967-04-01,1.1180340973834475
1967-05-01,1.5637834892259512
1967-06-01,1.4060022167610235
1967-07-01,1.5031180701413005
1967-08-01,1.1728124379594855
1967-09-01,-0.6309900999472321
1967-10-01,1.2303764415160767
1967-11-01,0.49464904075106186
1967-12-01,-1.0797658034070758
1968-01-01,-0.26043583903065276
1968-02-01,-0.9823932368901296
1968-03-01,-0.07006074516414705
1968-04-01,0.5545027847618315
1968-05-01,-0.24049170057415428
1968-06-01,-0.17568296035837286
1968-07-01,-0.9436404528470131
1968-08-01,-1.0867110426812154
1968-09-01,-1.8657529245242943
1968-10-01,-1.4217396382874583
1968-11-01,-1.1737839436560562
1968-12-01,-0.506125692261958
1969-01-01,-1.2809046564338267
1969-02-01,-1.6464136449828173
1969-03-01,-1.4959829560083917
1969-04-01,1.0080800436688577
1969-05-01,0.3100084223605472
1969-06-01,0.2996886969794876
1969-07-01,1.7424442507716102
1969-08-01,-1.3175031839189348
1969-09-01,0.33860251366292926
1969-10-01,0.07469398125549148
1969-11-01,0.052877310148004536
1969-12-01,-1.6886948833876971
1970-01-01,-1.0637556810119393
1970-02-01,-0.03730488862971093
1970-03-01,-1.3141075970589444
1970-04-01,0.2857776918501545
1970-05-01,0.9839213370664749
1970-06-01,0.6806123500570285
1970-07-01,0.5145038310449092
1970-08-01,-1.317588546919821
1970-09-01,0.7082449987733088
1970-10-01,-1.0927575285169595
1970-11-01,0.3545368396950754
1970-12-01,-0.4918910296650997
1971-01-01,-0.3455327365830556
1971-02-01,0.1592987859972402
1971-03-01,-1.199731148951144
1971-04-01,-1.039135147850743
1971-05-01,0.2245612640709292
1971-06-01,-1.7951648244770433
1971-07-01,-0.01902489756037361
1971-08-01,0.08597052197251547
